Phel_contig	PSC.58	PSC.63	PSC.61	PSC.52	PSC.54	PSC.59	PSC.69	PSC.67	PSC.78	PSC.71	cluster	GO_ID	GO_slim	CC_MF_BP
Phel_contig_17921	17	3	9	29	10	132	6882	1330	341	5117	3	GO:0005887	plasma membrane	C
Phel_contig_17921	17	3	9	29	10	132	6882	1330	341	5117	3	GO:0015375	transporter activity	F
Phel_contig_17921	17	3	9	29	10	132	6882	1330	341	5117	3	GO:0046872	other molecular function	F
Phel_contig_17921	17	3	9	29	10	132	6882	1330	341	5117	3	GO:0060012	cell-cell signaling	P
Phel_contig_17933	3	0	0	4	1	7	23	1	15	11	1	NA	NA	NA
Phel_contig_1794	37	11	7	204	9	727	80	29	2092	81	2	NA	NA	NA
Phel_contig_17940	19	22	25	32	32	54	130	151	80	56	1	NA	NA	NA
Phel_contig_17942	30	27	12	39	31	30	79	314	76	868	3	NA	NA	NA
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0003707	signal transduction activity	F
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0004879	signal transduction activity	F
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0005634	nucleus	C
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0005667	nucleus	C
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0006351	RNA metabolism	P
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0008270	other molecular function	F
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0030518	signal transduction	P
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0040007	other biological processes	P
Phel_contig_17964	21	26	19	46	43	142	85	245	57	105	1	GO:0048638	other biological processes	P
Phel_contig_1799	21	2	5	4	8	294	143	134	47	237	1	NA	NA	NA
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0004315	other molecular function	F
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0005829	cytosol	C
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0005886	other membranes	C
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0005886	plasma membrane	C
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0006633	other metabolic processes	P
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0016491	other molecular function	F
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0031177	other molecular function	F
Phel_contig_18	5743	754	716	379	848	156593	89146	109977	28817	137630	1	GO:0034081	other cellular component	C
Phel_contig_1800	32	8	8	17	9	231	28	106	52	50	1	NA	NA	NA
Phel_contig_18001	2	1	1	8	1	52	2	28	191	23	2	NA	NA	NA
Phel_contig_18025	30	13	10	32	8	209	307	100	117	212	1	NA	NA	NA
Phel_contig_18040	2	0	4	24	1	85	164	35	153	36	2	NA	NA	NA
Phel_contig_18065	13	8	6	22	12	31	5	107	71	243	3	NA	NA	NA
Phel_contig_18073	6	6	4	5	10	14	10	22	65	7	2	NA	NA	NA
Phel_contig_18077	65	20	2	17	12	297	80	156	54	239	1	NA	NA	NA
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000045	cell organization and biogenesis	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000045	other metabolic processes	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000045	stress response	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000421	other cytoplasmic organelle	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000421	other membranes	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000422	other metabolic processes	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0000932	other cellular component	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0005776	other cytoplasmic organelle	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0005829	cytosol	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0005874	cytoskeleton	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0006995	stress response	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0012505	other cellular component	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0016236	other metabolic processes	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0016236	stress response	P
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0031090	other membranes	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0031410	other cellular component	C
Phel_contig_1808	1990	819	901	850	925	8351	3421	5505	2784	3875	1	GO:0031625	other molecular function	F
Phel_contig_18086	18	3	6	2	3	156	51	56	33	48	1	NA	NA	NA
Phel_contig_18088	22	11	10	33	12	14	34	96	61	214	3	NA	NA	NA
Phel_contig_1809	330	72	63	124	121	5010	2013	3247	1202	4624	1	NA	NA	NA
Phel_contig_18090	7	0	2	5	3	11	104	119	38	831	3	NA	NA	NA
Phel_contig_18109	5	1	3	7	2	32	34	20	47	10	2	NA	NA	NA
Phel_contig_18110	14	33	19	37	29	35	38	302	114	483	3	NA	NA	NA
Phel_contig_18115	5	3	3	4	1	11	29	7	3	21	1	NA	NA	NA
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0001664	signal transduction activity	F
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0001867	protein metabolism	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0001867	stress response	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0002752	signal transduction	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0002752	stress response	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0005576	non-structural extracellular	C
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0005581	extracellular matrix	C
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0007186	signal transduction	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0008329	signal transduction activity	F
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0030246	other molecular function	F
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0031232	other membranes	C
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0031232	plasma membrane	C
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0033691	other molecular function	F
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0034394	other biological processes	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0043654	cell organization and biogenesis	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0043654	transport	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0046597	other biological processes	P
Phel_contig_1813	916	1982	112	795	429	645	5674	5441	452	7502	3	GO:0046872	other molecular function	F
Phel_contig_18145	5	4	6	2	3	10	33	151	50	7	1	NA	NA	NA
Phel_contig_18146	37	15	7	29	5	100	116	45	66	73	1	NA	NA	NA
Phel_contig_18164	30	26	136	11	19	936	1713	843	263	1017	1	GO:0019901	other molecular function	F
Phel_contig_18164	30	26	136	11	19	936	1713	843	263	1017	1	GO:0030018	other cellular component	C
Phel_contig_18164	30	26	136	11	19	936	1713	843	263	1017	1	GO:0031672	other cellular component	C
Phel_contig_18168	8	4	8	30	4	52	6	42	110	10	2	NA	NA	NA
Phel_contig_18172	2	0	0	7	3	12	38	5	22	32	1	NA	NA	NA
Phel_contig_18189	59	4	1	11	6	168	56	27	91	4	1	NA	NA	NA
Phel_contig_18200	3	0	1	8	1	31	8	11	36	8	2	NA	NA	NA
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0005886	other membranes	C
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0005886	plasma membrane	C
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0007154	other biological processes	P
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0007155	cell adhesion	P
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0007275	developmental processes	P
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0016021	other membranes	C
Phel_contig_18205	79	10	0	24	15	158	163	290	111	307	1	GO:0046872	other molecular function	F
Phel_contig_18262	2	1	0	0	0	17	2	10	6	1	1	NA	NA	NA
Phel_contig_18307	64	20	13	5	24	215	124	85	55	745	3	NA	NA	NA
Phel_contig_18310	4	2	1	1	1	31	25	22	9	32	1	NA	NA	NA
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0001725	cytoskeleton	C
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0003779	cytoskeletal activity	F
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0004687	kinase activity	F
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0005516	other molecular function	F
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0005524	other molecular function	F
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0005737	other cellular component	C
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0005829	cytosol	C
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0006468	protein metabolism	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0006936	other biological processes	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0006939	other biological processes	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0014820	other biological processes	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0030027	other cellular component	C
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0030335	other biological processes	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0032060	cell organization and biogenesis	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0032154	other cellular component	C
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0046872	other molecular function	F
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0051928	transport	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0060414	developmental processes	P
Phel_contig_18315	14	4	1	3	0	11	21	30	11	24	1	GO:0070062	non-structural extracellular	C
Phel_contig_18335	19	6	6	7	7	15	107	91	60	92	1	NA	NA	NA
Phel_contig_1835	1	0	0	0	1	146	38	18	11	26	1	NA	NA	NA
Phel_contig_18359	3	2	5	19	9	40	36	26	46	14	2	NA	NA	NA
Phel_contig_1836	4	2	2	1	1	7	5	13	5	9	1	NA	NA	NA
Phel_contig_18374	1	0	3	1	1	3	2	25	13	0	1	NA	NA	NA
Phel_contig_18375	1	1	1	0	0	23	72	65	17	517	3	NA	NA	NA
Phel_contig_18377	5	2	2	6	13	10	317	179	50	231	1	NA	NA	NA
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0001523	other metabolic processes	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0005215	transporter activity	F
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0005395	transporter activity	F
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0005524	other molecular function	F
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0005887	other membranes	C
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0005887	plasma membrane	C
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0006649	transport	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0006810	transport	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0007601	other biological processes	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0007603	other biological processes	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0016020	other membranes	C
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0016887	other molecular function	F
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0042626	transporter activity	F
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0043231	other cellular component	C
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0045332	cell organization and biogenesis	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0045332	transport	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0045494	other biological processes	P
Phel_contig_18389	18	21	15	13	27	24	24	150	26	409	3	GO:0055085	transport	P
Phel_contig_18396	16	20	26	37	20	95	120	54	136	30	2	NA	NA	NA
Phel_contig_18397	29	19	13	35	18	98	160	87	156	71	2	NA	NA	NA
Phel_contig_18398	31	42	23	92	31	231	184	678	740	3197	3	NA	NA	NA
Phel_contig_1841	169	43	53	54	76	2366	2508	1031	373	880	1	NA	NA	NA
Phel_contig_18410	20	12	13	20	23	109	119	132	59	71	1	NA	NA	NA
Phel_contig_18420	11	5	2	11	4	25	19	148	51	58	1	NA	NA	NA
Phel_contig_18425	11	12	6	16	12	8	83	55	14	117	3	NA	NA	NA
Phel_contig_1845	241	142	290	159	28	531	5462	626	144	9514	3	NA	NA	NA
Phel_contig_18454	6	2	0	0	10	22	370	144	3	101	1	NA	NA	NA
Phel_contig_18462	12	1	14	0	2	11	18	38	29	24	2	NA	NA	NA
Phel_contig_18478	0	1	3	1	1	25	1	5	1	6	1	NA	NA	NA
Phel_contig_18481	27	13	9	24	4	41	128	393	127	451	1	GO:0005930	other cellular component	C
Phel_contig_18481	27	13	9	24	4	41	128	393	127	451	1	GO:0007286	other biological processes	P
Phel_contig_18488	8	21	11	34	10	73	2	36	245	29	2	NA	NA	NA
Phel_contig_18489	20	5	1	19	4	46	29	55	69	133	3	NA	NA	NA
Phel_contig_18494	8	0	0	18	8	17	65	94	82	101	2	NA	NA	NA
Phel_contig_18499	2	1	0	1	4	2	0	36	16	8	1	NA	NA	NA
Phel_contig_18508	8	10	12	13	20	12	18	100	29	269	3	NA	NA	NA
Phel_contig_18516	262	14	74	95	136	156	147	1204	429	495	1	NA	NA	NA
Phel_contig_18521	20	9	44	18	45	9	521	37	12	563	3	GO:0005578	extracellular matrix	C
Phel_contig_18521	20	9	44	18	45	9	521	37	12	563	3	GO:0005615	non-structural extracellular	C
Phel_contig_18521	20	9	44	18	45	9	521	37	12	563	3	GO:0031012	non-structural extracellular	C
Phel_contig_18521	20	9	44	18	45	9	521	37	12	563	3	GO:0043569	signal transduction	P
Phel_contig_18521	20	9	44	18	45	9	521	37	12	563	3	GO:0070062	non-structural extracellular	C
Phel_contig_18523	6	13	9	88	6	115	17	33	704	50	2	GO:0004222	other molecular function	F
Phel_contig_18523	6	13	9	88	6	115	17	33	704	50	2	GO:0007275	developmental processes	P
Phel_contig_18523	6	13	9	88	6	115	17	33	704	50	2	GO:0008270	other molecular function	F
Phel_contig_18526	11	10	18	53	21	104	21	35	201	30	2	NA	NA	NA
Phel_contig_18537	4	9	2	4	2	23	24	37	15	11	1	NA	NA	NA
Phel_contig_18539	24	6	5	5	2	77	29	58	22	29	1	NA	NA	NA
Phel_contig_18550	5	7	2	6	0	27	21	4	17	3	1	NA	NA	NA
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0005739	mitochondrion	C
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0005743	mitochondrion	C
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0005743	other membranes	C
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0005758	mitochondrion	C
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0006601	other metabolic processes	P
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0007275	developmental processes	P
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0007611	other biological processes	P
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0014889	other biological processes	P
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0015067	other molecular function	F
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0015068	other molecular function	F
Phel_contig_18556	3	0	0	0	1	5	39	0	1	5	1	GO:0070062	non-structural extracellular	C
Phel_contig_18570	7	0	0	5	1	11	42	25	24	20	1	NA	NA	NA
Phel_contig_18592	10	13	7	18	10	36	42	34	69	56	2	NA	NA	NA
Phel_contig_18602	5	1	6	3	4	49	117	19	16	149	3	NA	NA	NA
Phel_contig_18607	5	7	1	59	7	135	43	35	307	41	2	NA	NA	NA
Phel_contig_18616	1	9	2	8	1	2	21	29	12	19	1	NA	NA	NA
Phel_contig_18618	3	6	2	20	12	58	29	58	49	26	1	NA	NA	NA
Phel_contig_18627	34	11	19	39	18	110	45	66	219	34	2	NA	NA	NA
Phel_contig_18648	18	11	8	17	10	49	6	20	139	11	2	NA	NA	NA
Phel_contig_18650	7	3	20	13	5	54	132	100	107	98	1	NA	NA	NA
Phel_contig_18654	43	60	43	66	88	72	39	191	116	794	3	NA	NA	NA
Phel_contig_18656	53	41	37	44	48	37	484	547	83	115	1	GO:0005509	other molecular function	F
Phel_contig_18656	53	41	37	44	48	37	484	547	83	115	1	GO:0007160	cell adhesion	P
Phel_contig_18656	53	41	37	44	48	37	484	547	83	115	1	GO:0070062	non-structural extracellular	C
Phel_contig_18662	40	17	22	25	21	29	325	581	115	233	1	NA	NA	NA
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0007399	developmental processes	P
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0016021	other membranes	C
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0030133	ER/Golgi	C
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0030426	other cellular component	C
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0031410	other cellular component	C
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0043005	other cellular component	C
Phel_contig_18669	32	11	13	39	13	361	269	459	72	286	1	GO:0043025	other cellular component	C
Phel_contig_18684	0	0	0	0	0	7	1	2	1	3	1	NA	NA	NA
Phel_contig_18685	12	43	35	46	73	61	185	136	299	104	2	NA	NA	NA
Phel_contig_18686	69	32	30	280	25	237	67	157	1097	55	2	GO:0005758	mitochondrion	C
Phel_contig_18686	69	32	30	280	25	237	67	157	1097	55	2	GO:0015035	other molecular function	F
Phel_contig_18686	69	32	30	280	25	237	67	157	1097	55	2	GO:0022417	protein metabolism	P
Phel_contig_18686	69	32	30	280	25	237	67	157	1097	55	2	GO:0045041	cell organization and biogenesis	P
Phel_contig_18686	69	32	30	280	25	237	67	157	1097	55	2	GO:0045041	transport	P
Phel_contig_18686	69	32	30	280	25	237	67	157	1097	55	2	GO:0051084	protein metabolism	P
Phel_contig_18696	9	3	19	7	5	23	20	78	75	16	1	NA	NA	NA
Phel_contig_1870	161	18	17	20	40	6467	387	3065	1085	3726	1	NA	NA	NA
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0004252	other molecular function	F
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0005615	non-structural extracellular	C
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0007596	stress response	P
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0008201	other molecular function	F
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0030193	stress response	P
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0031639	protein metabolism	P
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0051919	stress response	P
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0070009	other molecular function	F
Phel_contig_1871	82	38	33	20	39	4615	1002	3830	1034	1790	1	GO:0070062	non-structural extracellular	C
Phel_contig_18712	4	4	3	25	1	75	97	89	236	75	2	NA	NA	NA
Phel_contig_18713	4	7	3	5	0	11	33	1	4	43	3	NA	NA	NA
Phel_contig_18715	1	0	0	6	7	5	16	11	4	19	3	NA	NA	NA
Phel_contig_18722	5	3	9	55	10	167	13	100	452	165	2	NA	NA	NA
Phel_contig_18741	0	0	0	9	0	92	15	40	116	16	2	NA	NA	NA
Phel_contig_18751	20	21	13	12	24	7	14	122	11	455	3	NA	NA	NA
Phel_contig_18759	11	17	13	7	10	51	12	85	25	47	1	GO:0005634	nucleus	C
Phel_contig_18759	11	17	13	7	10	51	12	85	25	47	1	GO:0043066	death	P
Phel_contig_18759	11	17	13	7	10	51	12	85	25	47	1	GO:0046872	other molecular function	F
Phel_contig_18763	4	2	0	1	0	3	124	55	5	150	3	NA	NA	NA
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0004175	other molecular function	F
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0004252	other molecular function	F
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0005576	non-structural extracellular	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0005615	non-structural extracellular	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0005783	ER/Golgi	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0005796	ER/Golgi	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0005886	other membranes	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0005886	plasma membrane	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0007354	developmental processes	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0007368	developmental processes	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0008201	other molecular function	F
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0009100	other metabolic processes	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0009986	other cellular component	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0016485	protein metabolism	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0016486	protein metabolism	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0030510	signal transduction	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0031012	non-structural extracellular	C
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0032455	protein metabolism	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0032902	death	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0032940	transport	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0048406	other molecular function	F
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0051004	other biological processes	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0070268	death	P
Phel_contig_18778	63	14	3	18	20	199	68	410	72	158	1	GO:0070268	developmental processes	P
Phel_contig_18787	14	2	5	11	4	146	220	62	8	33	1	NA	NA	NA
Phel_contig_18794	11	5	2	4	5	11	28	121	29	679	3	GO:0042995	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0000086	cell cycle and proliferation	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0001750	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0001917	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005737	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005829	cytosol	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005856	cytoskeleton	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005886	other membranes	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005886	plasma membrane	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005902	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0005903	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0007605	other biological processes	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0030046	cell organization and biogenesis	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0030507	cytoskeletal activity	F
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0032420	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0032532	cell organization and biogenesis	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0042472	developmental processes	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0042491	developmental processes	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0043623	cell organization and biogenesis	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0045177	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0045202	other cellular component	C
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0045494	other biological processes	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0050953	other biological processes	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0050957	other biological processes	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0051015	cytoskeletal activity	F
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0051017	cell organization and biogenesis	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0060122	cell organization and biogenesis	P
Phel_contig_18805	3	1	1	14	4	25	7	86	89	37	1	GO:0060122	developmental processes	P
Phel_contig_18811	11	2	1	2	1	13	43	32	2	44	1	NA	NA	NA
Phel_contig_18823	24	13	10	70	8	78	45	144	594	637	3	NA	NA	NA
Phel_contig_18825	32	38	41	37	32	171	127	196	56	657	3	NA	NA	NA
Phel_contig_18828	58	102	65	93	89	60	60	260	141	1010	3	GO:0000015	cytosol	C
Phel_contig_18828	58	102	65	93	89	60	60	260	141	1010	3	GO:0000287	other molecular function	F
Phel_contig_18828	58	102	65	93	89	60	60	260	141	1010	3	GO:0004634	other molecular function	F
Phel_contig_18828	58	102	65	93	89	60	60	260	141	1010	3	GO:0006096	other metabolic processes	P
Phel_contig_18846	7	10	7	27	2	12	15	153	42	892	3	GO:0003755	other molecular function	F
Phel_contig_18846	7	10	7	27	2	12	15	153	42	892	3	GO:0006457	protein metabolism	P
Phel_contig_18851	4	4	17	8	4	29	23	59	43	16	1	NA	NA	NA
Phel_contig_18854	66	33	6	7	18	230	435	258	52	290	1	NA	NA	NA
Phel_contig_18855	25	7	7	19	7	79	30	39	177	48	2	NA	NA	NA
Phel_contig_18859	15	1	6	4	9	60	96	231	168	201	2	NA	NA	NA
Phel_contig_18868	2	0	0	1	0	4	1	16	12	1	1	NA	NA	NA
Phel_contig_18872	20	29	42	12	38	176	22	174	125	127	1	GO:0000812	nucleus	C
